Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.99051355,40.47195769,DTC,Harvest (GreenStar 3 Monitor),1,353,269.69,20.00,5.656,1.000,718.11,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.650,11.99,-459.67,0.00,6,2945.7,49.09,2945.7,49.09,9.349,458.93,10/19/2021
-86.99053386,40.47195717,DTC,Harvest (GreenStar 3 Monitor),1,354,268.49,20.00,5.656,1.000,718.06,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.570,12.04,-459.67,0.00,6,2529.7,42.16,2529.7,42.16,9.349,394.12,10/19/2021
-86.99055464,40.47195709,DTC,Harvest (GreenStar 3 Monitor),1,355,269.03,20.00,5.788,1.000,718.10,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.997,12.10,-459.67,0.00,6,2256.7,37.61,2256.7,37.61,9.566,359.74,10/19/2021
-86.99057530,40.47195723,DTC,Harvest (GreenStar 3 Monitor),1,356,269.90,20.00,5.755,1.000,718.10,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.776,12.15,-459.67,0.00,6,2186.1,36.43,2186.1,36.43,9.512,346.51,10/19/2021
-86.99059608,40.47195722,DTC,Harvest (GreenStar 3 Monitor),1,357,269.79,20.00,5.788,1.000,718.12,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.778,12.20,-459.67,0.00,6,1045.4,17.42,1045.4,17.42,9.566,166.64,10/19/2021
-86.99065721,40.47195777,DTC,Harvest (GreenStar 3 Monitor),1,358,270.80,20.00,5.624,1.000,718.19,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.932,12.26,-459.67,0.00,6,1135.6,18.92,1135.6,18.92,9.295,175.90,10/19/2021
-86.99067794,40.47195805,DTC,Harvest (GreenStar 3 Monitor),1,359,270.90,20.00,5.755,1.000,718.13,On,3.924,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.900,12.11,-459.67,0.00,6,2611.6,43.52,2611.6,43.52,9.512,413.96,10/19/2021
-86.99069873,40.47195782,DTC,Harvest (GreenStar 3 Monitor),1,360,269.89,20.00,5.788,1.000,718.26,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.113,11.94,-459.67,0.00,6,3053.1,50.88,3053.1,50.88,9.566,486.70,10/19/2021
-86.99071960,40.47195738,DTC,Harvest (GreenStar 3 Monitor),1,361,268.85,20.00,5.820,1.000,718.34,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.349,11.89,-459.67,0.00,6,2375.9,39.59,2375.9,39.59,9.620,380.90,10/19/2021
-86.99073982,40.47195670,DTC,Harvest (GreenStar 3 Monitor),1,362,268.06,20.00,5.624,1.000,718.45,On,3.834,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.363,11.89,-459.67,0.00,6,2851.9,47.52,2851.9,47.52,9.295,441.73,10/19/2021
-86.99075918,40.47195559,DTC,Harvest (GreenStar 3 Monitor),1,363,266.97,20.00,5.394,1.000,718.82,On,3.678,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.223,11.86,-459.67,0.00,6,3320.5,55.33,3320.5,55.33,8.915,493.31,10/19/2021
-86.99077949,40.47195480,DTC,Harvest (GreenStar 3 Monitor),1,364,267.18,20.00,5.656,1.000,718.46,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.722,11.72,-459.67,0.00,6,3743.7,62.38,3743.7,62.38,9.349,583.25,10/19/2021
-86.99079915,40.47195495,DTC,Harvest (GreenStar 3 Monitor),1,365,268.81,20.00,5.459,1.000,718.28,On,3.722,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.370,11.73,-459.67,0.00,6,3737.9,62.29,3737.9,62.29,9.024,562.09,10/19/2021
-86.99082049,40.47195487,DTC,Harvest (GreenStar 3 Monitor),1,366,269.11,20.00,5.952,1.000,718.23,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.392,12.21,-459.67,0.00,6,3436.9,57.27,3436.9,57.27,9.837,563.41,10/19/2021
-86.99084093,40.47195464,DTC,Harvest (GreenStar 3 Monitor),1,367,268.73,20.00,5.689,1.000,718.19,On,3.879,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.907,12.21,-459.67,0.00,6,3409.8,56.82,3409.8,56.82,9.403,534.31,10/19/2021
-86.99086154,40.47195433,DTC,Harvest (GreenStar 3 Monitor),1,368,268.69,20.00,5.722,1.000,718.13,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.921,12.21,-459.67,0.00,6,3776.3,62.93,3776.3,62.93,9.458,595.15,10/19/2021
-86.99088256,40.47195455,DTC,Harvest (GreenStar 3 Monitor),1,369,269.68,20.00,5.853,1.000,718.10,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.127,12.21,-459.67,0.00,6,3396.3,56.60,3396.3,56.60,9.675,547.54,10/19/2021
-86.99090432,40.47195460,DTC,Harvest (GreenStar 3 Monitor),1,370,269.85,20.00,6.050,1.000,718.15,On,4.125,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.568,12.21,-459.67,0.00,6,3444.5,57.40,3444.5,57.40,10.000,573.99,10/19/2021
-86.99092614,40.47195464,DTC,Harvest (GreenStar 3 Monitor),1,371,269.73,20.00,6.083,1.000,718.14,On,4.147,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,10.54,12.21,-459.67,0.00,6,3773.3,62.88,3773.3,62.88,10.05,632.18,10/19/2021
-86.99094793,40.47195461,DTC,Harvest (GreenStar 3 Monitor),1,372,269.63,20.00,6.050,1.000,718.21,On,4.125,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.818,12.21,-459.67,0.00,6,3174.7,52.90,3174.7,52.90,10.000,529.02,10/19/2021
-86.99096955,40.47195443,DTC,Harvest (GreenStar 3 Monitor),1,373,269.65,20.00,6.017,1.000,718.21,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.400,12.21,-459.67,0.00,6,3040.4,50.66,3040.4,50.66,9.946,503.89,10/19/2021
-86.99099113,40.47195430,DTC,Harvest (GreenStar 3 Monitor),1,374,269.83,20.00,6.017,1.000,718.26,On,4.103,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.987,12.21,-459.67,0.00,6,3614.9,60.24,3614.9,60.24,9.946,599.12,10/19/2021
-86.99101266,40.47195430,DTC,Harvest (GreenStar 3 Monitor),1,375,270.19,20.00,5.984,1.000,718.32,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.804,12.21,-459.67,0.00,6,2840.4,47.33,2840.4,47.33,9.892,468.19,10/19/2021
-86.99103419,40.47195403,DTC,Harvest (GreenStar 3 Monitor),1,376,269.72,20.00,5.984,1.000,718.33,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.055,12.21,-459.67,0.00,6,2567.6,42.79,2567.6,42.79,9.892,423.22,10/19/2021
-86.99105604,40.47195371,DTC,Harvest (GreenStar 3 Monitor),1,377,269.40,20.00,6.083,1.000,718.27,On,4.147,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.680,12.21,-459.67,0.00,6,2391.8,39.86,2391.8,39.86,10.05,400.73,10/19/2021
-86.99107799,40.47195385,DTC,Harvest (GreenStar 3 Monitor),1,378,270.10,20.00,6.116,1.000,718.17,On,4.170,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.313,12.21,-459.67,0.00,6,1892.2,31.53,1892.2,31.53,10.11,318.74,10/19/2021
-86.99109982,40.47195449,DTC,Harvest (GreenStar 3 Monitor),1,379,271.58,20.00,6.083,1.000,718.14,On,4.147,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.624,12.21,-459.67,0.00,6,939.37,15.65,939.37,15.65,10.05,157.38,10/19/2021
-86.99111796,40.47200199,DTC,Harvest (GreenStar 3 Monitor),1,380,347.95,20.00,5.295,1.000,718.46,On,3.611,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.800,12.21,-459.67,0.00,6,1151.6,19.19,1151.6,19.19,8.753,167.96,10/19/2021
-86.99111847,40.47201671,DTC,Harvest (GreenStar 3 Monitor),1,381,354.08,20.00,5.361,1.000,718.50,On,3.655,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,4.630,12.21,-459.67,0.00,6,1880.9,31.34,1880.9,31.34,8.861,277.74,10/19/2021
-86.99111736,40.47203116,DTC,Harvest (GreenStar 3 Monitor),1,382,359.08,20.00,5.263,1.000,718.47,On,3.588,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,2.447,12.21,-459.67,0.00,6,1012.8,16.88,1012.8,16.88,8.698,146.80,10/19/2021
-86.99106357,40.47201680,DTC,Harvest (GreenStar 3 Monitor),1,383,78.60,20.00,5.033,1.000,718.54,On,3.432,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.129,12.73,-459.67,0.00,7,2652.3,44.20,2652.3,44.20,8.319,367.67,10/19/2021
-86.99104427,40.47201877,DTC,Harvest (GreenStar 3 Monitor),1,384,81.00,20.00,5.427,1.000,718.63,On,3.700,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.908,12.69,-459.67,0.00,7,2371.4,39.52,2371.4,39.52,8.970,354.45,10/19/2021
-86.99102425,40.47202022,DTC,Harvest (GreenStar 3 Monitor),1,385,83.31,20.00,5.591,1.000,718.59,On,3.812,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.393,12.63,-459.67,0.00,7,2490.7,41.51,2490.7,41.51,9.241,383.54,10/19/2021
-86.99100326,40.47202107,DTC,Harvest (GreenStar 3 Monitor),1,386,85.60,20.00,5.853,1.000,718.63,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.661,12.46,-459.67,0.00,7,2478.7,41.30,2478.7,41.30,9.675,399.60,10/19/2021
-86.99098208,40.47202185,DTC,Harvest (GreenStar 3 Monitor),1,387,86.81,20.00,5.886,1.000,718.59,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.048,12.38,-459.67,0.00,7,2608.0,43.46,2608.0,43.46,9.729,422.80,10/19/2021
-86.99096074,40.47202253,DTC,Harvest (GreenStar 3 Monitor),1,388,87.28,20.00,5.952,1.000,718.57,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.193,12.37,-459.67,0.00,7,2998.2,49.96,2998.2,49.96,9.837,491.50,10/19/2021
-86.99093964,40.47202310,DTC,Harvest (GreenStar 3 Monitor),1,389,87.71,20.00,5.886,1.000,718.56,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.300,12.38,-459.67,0.00,7,3071.4,51.18,3071.4,51.18,9.729,497.94,10/19/2021
-86.99091858,40.47202352,DTC,Harvest (GreenStar 3 Monitor),1,390,88.08,20.00,5.853,1.000,718.49,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.453,12.30,-459.67,0.00,7,3145.3,52.41,3145.3,52.41,9.675,507.07,10/19/2021
-86.99089754,40.47202374,DTC,Harvest (GreenStar 3 Monitor),1,391,88.71,20.00,5.853,1.000,718.45,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,8.616,12.17,-459.67,0.00,7,3206.1,53.43,3206.1,53.43,9.675,516.88,10/19/2021
-86.99087657,40.47202385,DTC,Harvest (GreenStar 3 Monitor),1,392,89.27,20.00,5.820,1.000,718.46,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.554,12.18,-459.67,0.00,7,3575.2,59.58,3575.2,59.58,9.620,573.15,10/19/2021
-86.99085545,40.47202385,DTC,Harvest (GreenStar 3 Monitor),1,393,89.68,20.00,5.886,1.000,718.49,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.565,12.20,-459.67,0.00,7,3539.5,58.98,3539.5,58.98,9.729,573.82,10/19/2021
-86.99083452,40.47202373,DTC,Harvest (GreenStar 3 Monitor),1,394,90.24,20.00,5.820,1.000,718.46,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,9.122,12.12,-459.67,0.00,7,3413.3,56.88,3413.3,56.88,9.620,547.20,10/19/2021
-86.99081361,40.47202346,DTC,Harvest (GreenStar 3 Monitor),1,395,90.61,20.00,5.820,1.000,718.48,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.376,12.09,-459.67,0.00,7,2760.0,45.99,2760.0,45.99,9.620,442.47,10/19/2021
-86.99079276,40.47202330,DTC,Harvest (GreenStar 3 Monitor),1,396,90.73,20.00,5.788,1.000,718.55,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.303,12.12,-459.67,0.00,7,2372.0,39.53,2372.0,39.53,9.566,378.13,10/19/2021
-86.99077173,40.47202301,DTC,Harvest (GreenStar 3 Monitor),1,397,90.86,20.00,5.853,1.000,718.64,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.886,12.17,-459.67,0.00,7,701.86,11.70,701.86,11.70,9.675,113.15,10/19/2021
-86.99075095,40.47202277,DTC,Harvest (GreenStar 3 Monitor),1,398,90.93,20.00,5.788,1.000,718.72,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.578,12.22,-459.67,0.00,7,593.91,9.897,593.91,9.897,9.566,94.67,10/19/2021
-86.99073036,40.47202246,DTC,Harvest (GreenStar 3 Monitor),1,399,91.10,20.00,5.722,1.000,718.94,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.401,12.24,-459.67,0.00,7,2055.9,34.26,2055.9,34.26,9.458,324.02,10/19/2021
-86.99070900,40.47202214,DTC,Harvest (GreenStar 3 Monitor),1,400,91.29,20.00,5.952,1.000,718.81,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.579,12.13,-459.67,0.00,7,2407.6,40.12,2407.6,40.12,9.837,394.67,10/19/2021
-86.99068850,40.47202160,DTC,Harvest (GreenStar 3 Monitor),1,401,91.57,20.00,5.722,1.000,718.81,On,3.901,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.060,11.95,-459.67,0.00,7,2306.8,38.44,2306.8,38.44,9.458,363.56,10/19/2021
-86.99066675,40.47202138,DTC,Harvest (GreenStar 3 Monitor),1,402,91.07,20.00,6.050,1.000,718.61,On,4.125,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.234,11.85,-459.67,0.00,7,2244.4,37.40,2244.4,37.40,10.000,374.01,10/19/2021
-86.99064542,40.47202128,DTC,Harvest (GreenStar 3 Monitor),1,403,90.37,20.00,5.952,1.000,718.68,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.540,11.82,-459.67,0.00,7,2393.4,39.88,2393.4,39.88,9.837,392.35,10/19/2021
-86.99062427,40.47202140,DTC,Harvest (GreenStar 3 Monitor),1,404,90.11,20.00,5.886,1.000,718.47,On,4.013,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.354,11.80,-459.67,0.00,7,2351.1,39.18,2351.1,39.18,9.729,381.16,10/19/2021
-86.99060320,40.47202150,DTC,Harvest (GreenStar 3 Monitor),1,405,89.88,20.00,5.853,1.000,718.55,On,3.991,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.486,11.78,-459.67,0.00,7,2413.5,40.22,2413.5,40.22,9.675,389.09,10/19/2021
-86.99058068,40.47202155,DTC,Harvest (GreenStar 3 Monitor),1,406,89.89,20.00,6.280,1.000,718.65,On,4.282,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.713,11.77,-459.67,0.00,7,2328.4,38.80,2328.4,38.80,10.38,402.73,10/19/2021
-86.99055808,40.47202169,DTC,Harvest (GreenStar 3 Monitor),1,407,89.66,20.00,6.280,1.000,718.59,On,4.282,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.262,11.82,-459.67,0.00,7,2171.8,36.19,2171.8,36.19,10.38,375.65,10/19/2021
-86.99053531,40.47202203,DTC,Harvest (GreenStar 3 Monitor),1,408,89.32,20.00,6.345,1.000,718.54,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.004,11.86,-459.67,0.00,7,2404.2,40.06,2404.2,40.06,10.49,420.19,10/19/2021
-86.99051260,40.47202227,DTC,Harvest (GreenStar 3 Monitor),1,409,89.31,20.00,6.312,1.000,718.52,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.757,11.91,-459.67,0.00,7,2331.3,38.85,2331.3,38.85,10.43,405.35,10/19/2021
-86.99048975,40.47202251,DTC,Harvest (GreenStar 3 Monitor),1,410,89.14,20.00,6.345,1.000,718.46,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.246,11.91,-459.67,0.00,7,2144.1,35.73,2144.1,35.73,10.49,374.73,10/19/2021
-86.99046707,40.47202291,DTC,Harvest (GreenStar 3 Monitor),1,411,88.88,20.00,6.312,1.000,718.45,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,7.677,11.93,-459.67,0.00,7,2648.9,44.14,2648.9,44.14,10.43,460.55,10/19/2021
-86.99044423,40.47202324,DTC,Harvest (GreenStar 3 Monitor),1,412,88.78,20.00,6.345,1.000,718.44,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.603,11.98,-459.67,0.00,7,1923.3,32.05,1923.3,32.05,10.49,336.14,10/19/2021
-86.99042149,40.47202352,DTC,Harvest (GreenStar 3 Monitor),1,413,88.89,20.00,6.312,1.000,718.42,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.756,12.05,-459.67,0.00,7,1986.2,33.10,1986.2,33.10,10.43,345.33,10/19/2021
-86.99039874,40.47202372,DTC,Harvest (GreenStar 3 Monitor),1,414,89.11,20.00,6.345,1.000,718.40,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.888,12.12,-459.67,0.00,7,2021.0,33.68,2021.0,33.68,10.49,353.22,10/19/2021
-86.99037588,40.47202412,DTC,Harvest (GreenStar 3 Monitor),1,415,88.75,20.00,6.345,1.000,718.44,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.865,12.16,-459.67,0.00,7,2013.3,33.55,2013.3,33.55,10.49,351.87,10/19/2021
-86.99035302,40.47202444,DTC,Harvest (GreenStar 3 Monitor),1,416,88.76,20.00,6.345,1.000,718.43,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.865,12.10,-459.67,0.00,7,2013.2,33.55,2013.2,33.55,10.49,351.85,10/19/2021
-86.99033021,40.47202459,DTC,Harvest (GreenStar 3 Monitor),1,417,89.07,20.00,6.345,1.000,718.37,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.049,12.08,-459.67,0.00,7,1733.1,28.88,1733.1,28.88,10.49,302.90,10/19/2021
-86.99030756,40.47202453,DTC,Harvest (GreenStar 3 Monitor),1,418,89.76,20.00,6.312,1.000,718.34,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.874,12.09,-459.67,0.00,7,646.69,10.78,646.69,10.78,10.43,112.44,10/19/2021
-86.99026207,40.47202442,DTC,Harvest (GreenStar 3 Monitor),1,419,89.96,20.00,6.312,1.000,718.50,On,4.304,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,1.367,12.16,-459.67,0.00,7,471.67,7.860,471.67,7.860,10.43,82.01,10/19/2021
-86.99023932,40.47202421,DTC,Harvest (GreenStar 3 Monitor),1,420,90.37,20.00,6.345,1.000,718.54,On,4.326,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.490,12.18,-459.67,0.00,7,1884.3,31.40,1884.3,31.40,10.49,329.32,10/19/2021
-86.99021683,40.47202393,DTC,Harvest (GreenStar 3 Monitor),1,421,90.60,20.00,6.247,1.000,718.94,On,4.259,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.217,12.13,-459.67,0.00,7,2167.6,36.12,2167.6,36.12,10.33,372.97,10/19/2021
-86.99019925,40.47202361,DTC,Harvest (GreenStar 3 Monitor),1,422,90.81,20.00,4.902,1.000,718.82,On,3.342,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,6.570,12.13,-459.67,0.00,7,2919.2,48.65,2919.2,48.65,8.102,394.13,10/19/2021
-86.99018103,40.47202337,DTC,Harvest (GreenStar 3 Monitor),1,423,90.83,20.00,5.066,1.000,718.77,On,3.454,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.908,12.15,-459.67,0.00,7,2540.3,42.33,2540.3,42.33,8.373,354.45,10/19/2021
-86.99016168,40.47202318,DTC,Harvest (GreenStar 3 Monitor),1,424,90.64,20.00,5.394,1.000,719.32,On,3.678,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.842,12.16,-459.67,0.00,7,2359.1,39.31,2359.1,39.31,8.915,350.48,10/19/2021
-86.99014232,40.47202305,DTC,Harvest (GreenStar 3 Monitor),1,425,90.49,20.00,5.394,1.000,719.43,On,3.678,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,4.982,12.17,-459.67,0.00,7,2011.9,33.53,2011.9,33.53,8.915,298.90,10/19/2021
-86.99012340,40.47202296,DTC,Harvest (GreenStar 3 Monitor),1,426,90.25,20.00,5.263,1.000,719.50,On,3.588,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.666,12.18,-459.67,0.00,7,2344.9,39.08,2344.9,39.08,8.698,339.90,10/19/2021
-86.99010313,40.47202283,DTC,Harvest (GreenStar 3 Monitor),1,427,90.10,20.00,5.656,1.000,719.36,On,3.857,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.622,12.13,-459.67,0.00,7,2164.7,36.07,2164.7,36.07,9.349,337.25,10/19/2021
-86.99008230,40.47202275,DTC,Harvest (GreenStar 3 Monitor),1,428,90.20,20.00,5.788,1.000,719.27,On,3.946,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.930,12.08,-459.67,0.00,7,2231.8,37.19,2231.8,37.19,9.566,355.77,10/19/2021
-86.99006135,40.47202268,DTC,Harvest (GreenStar 3 Monitor),1,429,90.33,20.00,5.820,1.000,719.26,On,3.968,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.666,12.10,-459.67,0.00,7,2120.2,35.33,2120.2,35.33,9.620,339.90,10/19/2021
-86.99003956,40.47202252,DTC,Harvest (GreenStar 3 Monitor),1,430,90.48,20.00,6.050,1.000,719.20,On,4.125,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.622,12.12,-459.67,0.00,7,2023.8,33.73,2023.8,33.73,10.000,337.25,10/19/2021
-86.99001811,40.47202250,DTC,Harvest (GreenStar 3 Monitor),1,431,90.42,20.00,5.984,1.000,719.26,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.490,12.21,-459.67,0.00,7,1997.9,33.29,1997.9,33.29,9.892,329.32,10/19/2021
-86.98999662,40.47202232,DTC,Harvest (GreenStar 3 Monitor),1,432,90.48,20.00,5.984,1.000,719.31,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.534,12.21,-459.67,0.00,7,2013.9,33.56,2013.9,33.56,9.892,331.96,10/19/2021
-86.98997519,40.47202222,DTC,Harvest (GreenStar 3 Monitor),1,433,90.45,20.00,5.952,1.000,719.42,On,4.058,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.556,12.21,-459.67,0.00,7,2033.1,33.88,2033.1,33.88,9.837,333.28,10/19/2021
-86.98995369,40.47202219,DTC,Harvest (GreenStar 3 Monitor),1,434,90.33,20.00,5.984,1.000,719.45,On,4.080,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.578,12.21,-459.67,0.00,7,2030.0,33.83,2030.0,33.83,9.892,334.61,10/19/2021
-86.98993238,40.47202214,DTC,Harvest (GreenStar 3 Monitor),1,435,90.07,20.00,5.919,1.000,719.55,On,4.036,N/A,10/19/2021,0.00,0.00,N/A,0.00,N/A,0.00,0.00,0.00,0.00,5.093,12.21,-459.67,0.00,7,1874.0,31.23,1874.0,31.23,9.783,305.51,10/19/2021
